CCSO,ARRMAP,Col1,Col2
200-1263514,ARR23804,,
200-1263517,ARR23817,,
200-1263518,ARR23913,,
200-1263519,ARR23841,,
200-1263526,ARR23998,,
200-1263551,ARR24012,,
200-1263554,ARR24020,,
200-1263567,ARR23922,,
200-1263585,ARR24079,,
200-1263592,ARR24042,,
200-1263597,ARR24025,,
200-1263601,ARR24042,,
200-1263609,ARR23998,,
200-1263610,ARR24025,,
200-1263614,ARR24163,,
200-1263615,ARR24259,,
200-1263620,ARR24219,,
200-1263622,ARR24219,,
200-1263623,ARR24217,,
200-1263624,ARR24207,,
200-1263625,ARR24231,,
200-1263628,ARR24241,,
200-1263630,ARR24280,,
200-1263631,ARR24260,,
200-1263637,ARR24320,,
200-1263642,ARR24273,,
200-1263644,ARR24320,,
200-1263645,ARR24270,,
200-1263646,ARR24270,,
200-1263648,ARR24294,,
200-1263649,ARR24302,,
200-1263650,ARR24231,,
200-1263658,ARR24328,,
200-1263659,ARR24369,,
200-1263660,ARR24369,,
200-1263665,ARR24241,,
200-1263694,ARR24365,,
200-1263703,ARR24352,,
200-1263708,ARR24231,,
200-1263709,ARR24369,,
200-1263710,ARR24328,,
200-1263711,ARR24277,,
200-1263712,ARR24328,,
200-1263715,ARR24328,,
200-1263719,ARR24408,,
200-1263736,ARR24478,,
200-1263740,ARR24501,,
200-1263745,ARR24529,,
200-1263752,ARR24408,,
200-1263779,ARR24579,,
200-1263787,ARR24601,,
200-1263789,ARR24597,,
200-1263790,ARR24601,,
200-1263804,ARR24662,,
200-1263805,ARR24666,,
200-1263806,ARR24666,,
200-1263807,ARR24654,,
200-1263819,ARR24529,,
200-1263822,ARR24666,,
200-1263823,ARR24717,,
200-1263824,ARR24666,,
200-1263826,ARR24666,,
200-1263828,ARR24666,,
200-1263829,ARR24696,,
200-1263830,ARR24721,,
200-1263843,ARR24756,,
200-1263868,ARR24764,,
200-1263869,ARR24744,,
200-1263870,ARR24744,,
200-1263872,ARR24756,,
200-1263873,ARR24717,,
200-1263877,ARR24824,,
200-1263879,ARR24847,,
200-1263880,ARR24822,,
200-1263883,ARR24843,,
200-1263886,ARR24866,,
200-1263892,ARR24744,,
200-1263893,ARR24890,,
200-1263899,ARR24756,,
200-1263904,ARR24949,,
200-1263905,ARR24756,,
200-1263906,ARR24756,,
200-1263907,ARR24756,,
200-1263908,ARR24966,,
200-1263919,ARR25000,,
200-1263920,ARR25000,,
200-1263921,ARR25045,,
200-1263923,ARR25052,,
200-1263925,ARR25053,,
200-1263927,ARR25050,,
200-1263928,ARR25008,,
200-1263930,ARR25052,,
200-1263932,ARR25041,,
200-1263933,ARR25041,,
200-1263934,ARR25000,,
200-1263935,ARR25000,,
200-1263936,ARR25000,,
200-1263938,ARR25052,,
200-1263939,ARR25056,,
200-1263940,ARR25056,,
200-1263943,ARR25085,,
200-1263944,ARR25090,,
200-1263945,ARR25097,,
200-1263946,ARR25097,,
200-1263947,ARR25097,,
200-1263953,ARR25124,,
200-1263955,ARR25126,,
200-1263960,ARR25136,,
200-1263969,ARR25090,,
200-1263983,ARR25213,,
200-1263984,ARR25211,,
200-1263986,ARR25211,,
200-1263987,ARR25211,,
200-1263988,ARR25211,,
200-1263989,ARR25241,,
200-1263990,ARR25242,,
200-1263991,ARR25255,,
200-1263996,ARR25097,,
200-1263997,ARR25097,,
200-1263998,ARR25276,,
200-1263999,ARR25124,,
200-1264000,ARR25638,,
200-1264001,ARR25213,,
200-1264003,ARR25301,,
200-1264006,ARR25211,,
200-1264008,ARR25334,,
200-1264009,ARR25350,,
200-1264010,ARR25350,,
200-1264011,ARR25349,,
200-1264014,ARR25379,,
200-1264028,ARR25464,,
200-1264029,ARR25446,,
200-1264031,ARR25463,,
200-1264033,ARR25301,,
200-1264035,ARR25334,,
200-1264036,ARR25334,,
200-1264037,ARR25334,,
200-1264038,ARR25481,,
200-1264039,ARR25301,,
200-1264044,ARR25534,,
200-1264045,ARR25534,,
200-1264046,ARR25562,,
200-1264048,ARR25569,,
200-1264049,ARR25552,,
200-1264051,ARR25571,,
200-1264054,ARR25699,,
200-1264055,ARR25739,,
200-1264057,ARR25699,,
200-1264058,ARR25752,,
200-1264059,ARR25767,,
200-1264060,ARR25620,,
200-1264061,ARR25823,,
200-1264062,ARR25767,,
200-1264063,ARR25752,,
200-1264065,ARR25767,,
200-1264072,ARR25813,,
200-1264073,ARR25838,,
200-1264074,ARR25838,,
200-1264075,ARR25816,,
200-1264076,ARR25823,,
200-1264077,ARR25825,,
200-1264080,ARR25850,,
200-1264081,ARR25825,,
200-1264082,ARR25853,,
200-1264083,ARR25863,,
200-1264084,ARR25891,,
200-1264085,ARR25825,,
200-1264086,ARR25823,,
200-1264088,ARR25870,,
200-1264089,ARR25888,,
200-1264090,ARR25888,,
200-1264091,ARR25816,,
200-1264092,ARR25813,,
200-1264093,ARR25958,,
200-1264094,ARR25958,,
200-1264095,ARR25951,,
200-1264100,ARR25838,,
200-1264101,ARR25838,,
200-1264102,ARR25838,,
200-1264103,ARR25964,,
200-1264106,ARR25997,,
200-1264107,ARR26317,,
200-1264109,ARR25988,,
200-1264111,ARR25988,,
200-1264114,ARR25988,,
200-1264115,ARR25825,,
200-1264122,ARR25988,,
200-1264124,ARR26023,,
200-1264125,ARR26028,,
200-1264126,ARR26036,,
200-1264127,ARR26045,,
200-1264129,ARR26042,,
200-1264132,ARR26054,,
200-1264134,ARR26125,,
200-1264140,ARR25842,,
200-1264142,ARR26166,,
200-1264143,ARR26246,,
200-1264144,ARR26264,,
200-1264145,ARR26264,,
200-1264154,ARR26313,,
200-1264155,ARR26325,,
200-1264156,ARR26312,,
200-1264157,ARR26317,,
200-1264158,ARR26316,,
200-1264160,ARR26341,,
200-1264162,ARR26269,,
200-1264163,ARR26269,,
200-1264164,ARR26269,,
200-1264165,ARR26269,,
200-1264172,ARR26397,,
200-1264174,ARR26436,,
200-1264175,ARR26435,,
200-1264177,ARR26438,,
200-1264178,ARR26397,,
200-1264179,ARR26447,,
200-1264181,ARR26478,,
200-1264182,ARR26325,,
200-1264185,ARR26478,,
200-1264186,ARR26397,,
200-1264189,ARR26447,,
200-1264190,ARR26564,,
200-1264195,ARR26438,,
200-1264197,ARR26577,,
200-1264198,ARR26438,,
200-1264199,ARR26438,,
200-1264200,ARR26478,,
200-1264201,ARR26478,,
200-1264202,ARR26478,,
200-1264203,ARR26438,,
200-1264204,ARR26605,,
200-1264209,ARR26643,,
200-1264212,ARR26479,,
200-1264214,ARR26672,,
200-1264215,ARR26577,,
200-1264216,ARR26577,,
200-1264218,ARR26684,,
200-1264219,ARR26683,,
200-1264220,ARR26695,,
200-1264222,ARR26696,,
200-1264223,ARR26605,,
200-1264224,ARR26711,,
200-1264229,ARR26740,,
200-1264230,ARR26739,,
200-1264231,ARR26779,,
200-1264233,ARR26833,,
200-1264234,ARR26818,,
200-1264236,ARR26890,,
200-1264237,ARR26818,,
200-1264238,ARR26877,,
200-1264239,ARR26887,,
200-1264240,ARR26887,,
200-1264241,ARR26833,,
200-1264242,ARR26818,,
200-1264244,ARR26909,,
200-1264245,ARR26909,,
200-1264246,ARR26909,,
200-1264247,ARR26909,,
200-1264249,ARR26968,,
200-1264251,ARR26962,,
200-1264252,ARR26960,,
200-1264258,ARR26989,,
200-1264259,ARR26989,,
200-1264260,ARR27000,,
200-1264261,ARR27010,,
200-1264264,ARR27000,,
200-1264265,ARR26960,,
200-1264267,ARR27049,,
200-1264268,ARR27045,,
200-1264269,ARR26989,,
200-1264270,ARR27066,,
200-1264271,ARR27066,,
200-1264273,ARR27045,,
200-1264274,ARR27086,,
200-1264275,ARR27086,,
200-1264276,ARR27086,,
200-1264278,ARR27045,,
200-1264279,ARR27066,,
200-1264285,ARR24794,,
200-1264285,ARR27065,,
200-1264287,ARR27086,,
200-1264288,ARR27086,,
200-1264289,ARR27151,,
200-1264290,ARR27154,,
200-1264291,ARR27126,,
200-1264293,ARR27065,,
200-1264296,ARR27151,,
200-1264297,ARR27154,,
200-1264298,ARR27184,,
200-1264299,ARR27184,,
200-1264300,ARR27184,,
200-1264305,ARR27183,,
200-1264308,ARR27207,,
200-1264309,ARR27202,,
200-1264310,ARR27221,,
200-1264311,ARR27229,,
200-1264312,ARR27183,,
200-1264313,ARR27236,,
200-1264319,ARR27264,,
200-1264320,ARR27183,,
200-1264321,ARR27268,,
200-1264322,ARR27268,,
200-1264323,ARR27268,,
200-1264324,ARR27290,,
200-1264326,ARR27314,,
200-1264327,ARR27353,,
200-1264328,ARR27378,,
200-1264330,ARR27382,,
200-1264331,ARR27398,,
200-1264333,ARR27403,,
200-1264334,ARR27419,,
200-1264336,ARR27472,,
200-1264338,ARR27496,,
200-1264339,ARR27403,,
200-1264340,ARR27378,,
200-1264341,ARR27561,,
200-1264343,ARR27520,,
200-1264344,ARR27563,,
200-1264345,ARR27478,,
200-1264346,ARR27561,,
200-1264347,ARR27429,,
200-1264348,ARR27429,,
200-1264349,ARR27429,,
200-1264350,ARR27429,,
200-1264352,ARR27498,,
200-1264353,ARR27498,,
200-1264354,ARR27498,,
200-1264355,ARR27498,,
200-1264356,ARR27498,,
200-1264357,ARR27580,,
200-1264358,ARR27429,,
200-1264359,ARR27429,,
200-1264360,ARR27429,,
200-1264361,ARR27561,,
200-1264368,ARR27633,,
200-1264370,ARR27561,,
200-1264371,ARR27688,,
200-1264377,ARR27761,,
200-1264378,ARR27724,,
200-1264379,ARR27734,,
200-1264380,ARR27734,,
200-1264381,ARR27740,,
200-1264382,ARR27740,,
200-1264383,ARR27722,,
200-1264384,ARR27734,,
200-1264385,ARR27761,,
200-1264386,ARR27767,,
200-1264387,ARR27783,,
200-1264388,ARR27846,,
200-1264389,ARR27633,,
200-1264390,ARR27633,,
200-1264391,ARR27734,,
200-1264393,ARR27865,,
200-1264394,ARR27734,,
200-1264395,ARR27734,,
200-1264400,ARR27962,,
200-1264401,ARR27879,,
200-1264402,ARR27761,,
200-1264403,ARR27948,,
200-1264404,ARR27992,,
200-1264405,ARR27971,,
200-1264406,ARR28004,,
200-1264407,ARR27993,,
200-1264410,ARR28004,,
200-1264411,ARR28023,,
200-1264412,ARR28033,,
200-1264419,ARR28076,,
200-1264420,ARR27948,,
200-1264421,ARR28004,,
200-1264422,ARR28073,,
200-1264423,ARR28023,,
200-1264424,ARR28105,,
200-1264425,ARR28004,,
200-1264426,ARR28103,,
200-1264427,ARR28116,,
200-1264428,ARR28111,,
200-1264430,ARR28163,,
200-1264431,ARR28174,,
200-1264432,ARR28166,,
200-1264433,ARR28166,,
200-1264434,ARR28173,,
200-1264435,ARR28161,,
200-1264441,ARR28073,,
200-1264443,ARR28197,,
200-1264444,ARR28235,,
200-1264447,ARR28230,,
200-1264449,ARR28227,,
200-1264450,ARR28076,,
200-1264456,ARR28173,,
200-1264457,ARR28285,,
200-1264458,ARR28302,,
200-1264459,ARR28306,,
200-1264460,ARR28228,,
200-1264461,ARR28197,,
200-1264466,ARR28334,,
200-1264467,ARR28238,,
200-1264468,ARR28230,,
200-1264469,ARR28396,,
200-1264470,ARR28382,,
200-1264471,ARR28382,,
200-1264472,ARR28448,,
200-1264473,ARR28409,,
200-1264474,ARR28420,,
200-1264475,ARR28448,,
200-1264476,ARR28432,,
200-1264477,ARR28441,,
200-1264478,ARR28441,,
200-1264479,ARR28460,,
200-1264485,ARR28448,,
200-1264487,ARR28490,,
200-1264488,ARR28496,,
200-1264491,ARR28432,,
200-1264498,ARR28582,,
200-1264499,ARR28518,,
200-1264501,ARR28638,,
200-1264502,ARR28595,,
200-1264504,ARR28718,,
200-1264505,ARR28719,,
200-1264506,ARR28799,,
200-1264508,ARR28724,,
200-1264509,ARR28729,,
200-1264510,ARR28735,,
200-1264511,ARR28732,,
200-1264519,ARR28718,,
200-1264520,ARR28782,,
200-1264521,ARR28786,,
200-1264522,ARR28815,,
200-1264524,ARR28814,,
200-1264525,ARR28797,,
200-1264526,ARR28809,,
200-1264527,ARR28839,,
200-1264528,ARR28852,,
200-1264529,ARR28855,,
200-1264530,ARR28814,,
200-1264531,ARR28876,,
200-1264532,ARR28883,,
200-1264533,ARR28896,,
200-1264538,ARR28852,,
200-1264539,ARR28936,,
200-1264540,ARR28934,,
200-1264541,ARR28941,,
200-1264542,ARR28933,,
200-1264543,ARR28876,,
200-1264544,ARR28964,,
200-1264546,ARR28933,,
200-1264547,ARR28896,,
200-1264548,ARR28990,,
200-1264549,ARR28991,,
200-1264550,ARR28991,,
200-1264555,ARR28896,,
200-1264556,ARR29066,,
200-1264557,ARR29034,,
200-1264558,ARR29042,,
200-1264559,ARR29034,,
200-1264560,ARR29034,,
200-1264561,ARR29095,,
200-1264563,ARR29087,,
200-1264565,ARR28990,,
200-1264566,ARR29115,,
200-1264567,ARR29145,,
200-1264569,ARR29087,,
200-1264570,ARR29150,,
200-1264572,ARR29165,,
200-1264574,ARR29160,,
200-1264575,ARR29176,,
200-1264576,ARR29150,,
200-1264585,ARR29191,,
200-1264587,ARR29145,,
200-12964,ARR26002,,
200-12964,ARR28124,,
200-12964,ARR16663,,
200-13148,ARR13442,,
200-13215,ARR14618,,
200-14548,ARR25822,,
200-14548,ARR28179,,
200-14548,ARR15912,,
200-14636,ARR26318,,
200-14636,ARR23915,,
200-14676,ARR16663,,
200-15110,ARR10278,,
200-16177,ARR23294,,
200-16654,ARR20482,,
200-16673,ARR12814,,
200-17028,ARR27567,,
200-17028,ARR23294,,
200-17028,ARR25703,,
200-17413,ARR25403,,
200-1760030,ARR15840,,
200-1760038,ARR16437,,
200-1760138,ARR23450,,
200-1760146,ARR24607,,
200-1760147,ARR24662,,
200-1760151,ARR24869,,
200-1760166,ARR26034,,
200-1760178,ARR27069,,
200-1760183,ARR27943,,
200-1760186,ARR28035,,
200-1760187,ARR28143,,
200-1760190,ARR28518,,
200-1760195,ARR28595,,
200-1760196,ARR28595,,
200-1760197,ARR28695,,
200-1760199,ARR28719,,
200-1760200,ARR28782,,
200-1760201,ARR28820,,
200-1760206,ARR28809,,
200-1760207,ARR28809,,
200-1760208,ARR28809,,
200-1760209,ARR28809,,
200-1760210,ARR28809,,
200-1760211,ARR27126,,
200-1760212,ARR28998,,
200-1760213,ARR28896,,
200-1760214,ARR28197,,
200-1760215,ARR29042,,
200-17831,ARR19918,,
200-17831,ARR11007,,
200-18287,ARR25639,,
200-18287,ARR27987,,
200-18287,ARR23290,,
200-18457,ARR27556,,
200-18457,ARR25620,,
200-19040,ARR27612,,
200-19040,ARR12390,,
200-19246,ARR15819,,
200-19397,ARR17062,,
200-19785,ARR25739,,
200-19786,ARR28797,,
200-19786,ARR25739,,
200-19977,ARR25645,,
200-20310,ARR10296,,
200-21218,ARR23294,,
200-21616,ARR27671,,
200-21616,ARR25842,,
200-22039,ARR13233,,
200-22040,ARR12921,,
200-22042,ARR13515,,
200-22043,ARR10236,,
200-22044,ARR13308,,
200-22047,ARR13517,,
200-22048,ARR13817,,
200-22208,ARR14694,,
200-22209,ARR14853,,
200-22210,ARR10204,,
200-22211,ARR14812,,
200-22212,ARR16015,,
200-22213,ARR16021,,
200-22214,ARR16026,,
200-22215,ARR16018,,
200-22405,ARR13975,,
200-22522,ARR10273,,
200-22813,ARR24578,,
200-22984,ARR10233,,
200-22986,ARR25820,,
200-22986,ARR28026,,
200-22986,ARR23372,,
200-23046,ARR25745,,
200-23046,ARR23373,,
200-23252,ARR16792,,
200-23253,ARR27065,,
200-23253,ARR29178,,
200-23253,ARR20524,,
200-23253,ARR24794,,
200-23342,ARR27425,,
200-23342,ARR25155,,
200-23481,ARR22613,,
200-23481,ARR11758,,
200-23482,ARR22341,,
200-23482,ARR26749,,
200-23483,ARR12178,,
200-23484,ARR25724,,
200-23484,ARR21452,,
200-23484,ARR11524,,
200-23489,ARR23882,,
200-23490,ARR27441,,
200-23490,ARR22360,,
200-23490,ARR19184,,
200-23490,ARR25143,,
200-23492,ARR25509,,
200-23492,ARR12599,,
200-23492,ARR23551,,
200-23494,ARR13154,,
200-23597,ARR25453,,
200-23597,ARR27649,,
200-23597,ARR15558,,
200-23597,ARR19403,,
200-23597,ARR22910,,
200-23761,ARR27875,,
200-23761,ARR13053,,
200-23761,ARR26639,,
200-23766,ARR25734,,
200-23766,ARR13054,,
200-23769,ARR12206,,
200-23865,ARR12663,,
200-24014,ARR27815,,
200-24014,ARR12983,,
200-24014,ARR23387,,
200-24014,ARR25586,,
200-7155,ARR26782,,
200-7155,ARR28774,,
200-7155,ARR18986,,
200-7155,ARR24180,,
200-7267259,ARR26616,,
200-7267271,ARR26616,,
200-7267273,ARR26616,,
200-7267275,ARR26616,,
200-7267276,ARR26616,,
200-7369,ARR27044,,
200-7369,ARR28939,,
200-7369,ARR25154,,
200-7470,ARR28070,,
200-7470,ARR24610,,
200-7491,ARR11522,,
200-7546,ARR28420,,
200-7546,ARR24854,,
200-7596,ARR10228,,
200-8885,ARR21722,,
200-9376,ARR11779,,
200-9617,ARR10224,,
200-9629,ARR29186,,
200-9629,ARR25138,,
200-9997,ARR11337,,
200-CA000000002R,ARR24578,,
200-CA000000003R,ARR24578,,
200-CA000000004R,ARR28321,,
200-CA000000004R,ARR16688,,
200-CA000000005R,ARR23990,,
200-CA000000005S,ARR12158,,
200-CA000000005SUB,ARR13585,,
200-CA000000005SUB,ARR21200,,
200-CA000000007R,ARR16690,,
200-CA000000007SUB,ARR26786,,
200-CA000000007SUB,ARR13853,,
200-CA000000007SUB,ARR24493,,
200-CA000000008R,ARR28935,,
200-CA000000008R,ARR16690,,
200-CA000000009R,ARR16616,,
200-CA000000011R,ARR27759,,
200-CA000000011R,ARR21088,,
200-CA000000012R,ARR16652,,
200-CA000000012SUB,ARR23657,,
200-CA000000012SUB,ARR17096,,
200-CA000000013R,ARR16977,,
200-CA000000013SUB,ARR24328,,
200-CA000000017S,ARR11889,,
200-CA000000021R,ARR28499,,
200-CA000000021R,ARR20666,,
200-CA000000022S,ARR12745,,
200-CA000000033S,ARR11885,,
200-CA000000034S,ARR27484,,
200-CA000000037S,ARR12830,,
200-CA000000041S,ARR28355,,
200-CA000000041S,ARR26893,,
200-CA000000042S,ARR19985,,
200-CA000000054S,ARR27849,,
200-CA000000054S,ARR25541,,
200-CA000000059R,ARR27052,,
200-CA000000074S,ARR14097,,
200-CA000000077R,ARR25561,,
200-CA000000097R,ARR21726,,
200-CA000000110S,ARR26780,,
200-CA000000110S,ARR24805,,
200-CA000000114S,ARR13352,,
200-CA000000125S,ARR27520,,
200-CA000000125S,ARR14506,,
200-CA000000125S,ARR25187,,
200-CA000000127S,ARR13938,,
200-CA000000127S,ARR25620,,
200-CA000000132S,ARR24537,,
200-CA000000140S,ARR14724,,
200-CA000000146S,ARR14097,,
200-CA000000157S,ARR19546,,
200-CA000000158S,ARR14503,,
200-CA000000183S,ARR28261,,
200-CA000000183S,ARR15740,,
200-CA000000184S,ARR15433,,
200-CA000000185S,ARR15433,,
200-CA000000190S,ARR24937,,
200-CA000000194S,ARR14325,,
200-CA000000202S,ARR14232,,
200-CA000000215S,ARR16294,,
200-CA000000226S,ARR25745,,
200-CA000000226S,ARR23373,,
200-CA000000237S,ARR16607,,
200-CA000000242S,ARR16724,,
200-CA000000243S,ARR24578,,
200-CA000000243S,ARR29201,,
200-CA000000243S,ARR16813,,
200-CA000000255S,ARR27457,,
200-CA000000255S,ARR25576,,
200-CA000000259S,ARR20868,,
200-CA000000259S,ARR23766,,
200-CA000000306S,ARR27085,,
200-CA000000306S,ARR17933,,
200-CA000000306S,ARR24307,,
200-CA000000316S,ARR26730,,
200-CA000000316S,ARR28678,,
200-CA000000317S,ARR24032,,
200-CA000000337S,ARR18844,,
200-CA000000343S,ARR26853,,
200-CA000000343S,ARR29141,,
200-CA000000343S,ARR24643,,
200-CA000000344S,ARR24933,,
200-CA000000349S,ARR18844,,
200-CA000000350S,ARR27000,,
200-CA000000350S,ARR28719,,
200-CA000000350S,ARR18719,,
200-CA000000353S,ARR27000,,
200-CA000000353S,ARR28719,,
200-CA000000353S,ARR18719,,
200-CA000000389S,ARR19504,,
200-CA000000399S,ARR19741,,
200-CA000000402S,ARR19759,,
200-CA000000403S,ARR28044,,
200-CA000000403S,ARR26049,,
200-CA000000404S,ARR22119,,
200-CA000000404S,ARR19561,,
200-CA000000409S,ARR26419,,
200-CA000000409S,ARR27746,,
200-CA000000409S,ARR20089,,
200-CA000000412S,ARR27051,,
200-CA000000412S,ARR29024,,
200-CA000000412S,ARR24743,,
200-CA000000413S,ARR23373,,
200-CA000000418S,ARR19855,,
200-CA000000429S,ARR26012,,
200-CA000000429S,ARR24488,,
200-CA000000431S,ARR20559,,
200-CA000000436S,ARR25156,,
200-CA000000436S,ARR25596,,
200-CA000000445S,ARR20774,,
200-CA000000446S,ARR28289,,
200-CA000000446S,ARR20938,,
200-CA000000446S,ARR25564,,
200-CA000000453S,ARR28481,,
200-CA000000453S,ARR25896,,
200-CA000000454S,ARR20854,,
200-CA000000458S,ARR26831,,
200-CA000000458S,ARR28636,,
200-CA000000458S,ARR25179,,
200-CA000000458S,ARR21161,,
200-CA000000465S,ARR24522,,
200-CA000000465S,ARR28035,,
200-CA000000465S,ARR21194,,
200-CA000000476S,ARR20795,,
200-CA000000476S,ARR25739,,
200-CA000000480S,ARR21323,,
200-CA000000483S,ARR21194,,
200-CA000000484S,ARR28354,,
200-CA000000484S,ARR21155,,
200-CA000000485S,ARR27799,,
200-CA000000485S,ARR21436,,
200-CA000000507S,ARR27065,,
200-CA000000507S,ARR29178,,
200-CA000000507S,ARR21728,,
200-CA000000507S,ARR24794,,
200-CA000000509S,ARR28378,,
200-CA000000509S,ARR27052,,
200-CA000000523S,ARR22092,,
200-CA000000535S,ARR27587,,
200-CA000000535S,ARR25908,,
200-CA000000541S,ARR22225,,
200-CA000000584S,ARR26249,,
200-CA000000587S,ARR22909,,
200-CA000000589S,ARR22890,,
200-CA000000593S,ARR25830,,
200-CA000000593S,ARR28009,,
200-CA000000593S,ARR22961,,
200-CA000000599S,ARR23021,,
200-CA000000611S,ARR23257,,
200-CA000000628S,ARR22542,,
200-CA000000630S,ARR23427,,
200-CA000000630S,ARR23358,,
200-CA000000631S,ARR28261,,
200-CA000000631S,ARR25572,,
200-CA000000635S,ARR26034,,
200-CA000000635S,ARR28035,,
200-CA000000635S,ARR23482,,
200-CA000000636S,ARR23594,,
200-CA000000637S,ARR23482,,
200-CA000000644S,ARR27313,,
200-CA000000645S,ARR23676,,
200-CA000000652S,ARR24029,,
200-CA000000652S,ARR28456,,
200-CA000000653S,ARR24042,,
200-CA000000653S,ARR26691,,
200-CA000000653S,ARR28238,,
200-CA000000654S,ARR23697,,
200-CA000000655S,ARR24042,,
200-CA000000657S,ARR24320,,
200-CA000000658S,ARR24270,,
200-CA000000659S,ARR26181,,
200-CA000000659S,ARR28527,,
200-CA000000660S,ARR22559,,
200-CA000000661S,ARR24423,,
200-CA000000663S,ARR24338,,
200-CA000000664S,ARR24510,,
200-CA000000665S,ARR24531,,
200-CA000000666S,ARR24531,,
200-CA000000667S,ARR24572,,
200-CA000000673S,ARR24531,,
200-CA000000674S,ARR24656,,
200-CA000000681S,ARR24717,,
200-CA000000682S,ARR27498,,
200-CA000000682S,ARR24666,,
200-CA000000683S,ARR27065,,
200-CA000000683S,ARR24794,,
200-CA000000687S,ARR27478,,
200-CA000000687S,ARR24996,,
200-CA000000698S,ARR25276,,
200-CA000000702S,ARR25575,,
